Sale_ID,Sale_Date,Customer_ID,Customer_Name,Region,Product_ID,Product_Name,Category,Quantity,Unit_Price,Channel,Total_Revenue,Cost
S004403,2023-12-27,cebcab82,Tricia Woodard,Leste,P04403,Water,Alimentos,13,623.4,App,8104.2,6196.35
S004404,2024-05-30,7adde303,Richard Murphy,Norte,P04404,Conference,Eletrônicos,7,765.55,Site,5358.85,3714.95
S004405,2024-03-30,7877e0b2,Alexander Morris,Norte,P04405,Story,Móveis,16,974.76,Site,15596.16,11050.61
S004406,2024-10-05,af2ef3cb,Sean Smith,Sul,P04406,Final,Móveis,1,112.47,Loja Física,112.47,91.65
S004407,2024-03-26,763507a9,Javier Lewis,Leste,P04407,Foreign,Vestuário,4,761.09,Loja Física,3044.36,2073.41
S004408,2023-07-05,7a865347,Monique Fields,Leste,P04408,Cover,Vestuário,9,649.62,App,5846.58,3895.41
S004409,2023-01-27,ff9cb3a4,Barbara Rowe,Norte,P04409,Street,Vestuário,17,950.31,Loja Física,16155.27,9432.33
S004410,2023-03-18,9e0b9ec3,Patricia Buckley,Leste,P04410,Job,Eletrônicos,9,972.55,Loja Física,8752.95,7365.25
S004411,2024-08-24,875d0e12,Shaun Peterson,Oeste,P04411,Letter,Móveis,9,152.45,Site,1372.05,845.77
S004412,2023-05-18,7440a8bc,Earl Price,Sul,P04412,Rise,Alimentos,9,46.87,App,421.83,282.33
S004413,2023-10-24,0c7de0d8,Gabriel Fuller,Sul,P04413,Serious,Vestuário,2,250.94,App,501.88,406.81
S004414,2023-02-28,ce06f53e,Adam Griffin,Oeste,P04414,See,Vestuário,1,366.3,App,366.3,284.79
S004415,2024-11-27,bacaddf0,Alexandra Schultz,Oeste,P04415,Find,Vestuário,11,834.04,Loja Física,9174.44,5582.17
S004416,2024-08-21,db0bc4bd,Rachel Higgins,Norte,P04416,Detail,Móveis,1,449.39,Site,449.39,341.36
S004417,2023-01-31,87b64416,Brett Griffin,Leste,P04417,Assume,Móveis,17,307.9,Site,5234.3,3463.48
S004418,2024-12-03,8dca93d5,Kim Mckinney,Norte,P04418,Group,Alimentos,20,567.94,Site,11358.8,5885.24
S004419,2024-06-14,bac1b3ca,Gregory Lambert,Sul,P04419,Shake,Móveis,3,718.64,Loja Física,2155.92,1893.74
S004420,2024-12-15,89c56586,Carl Nicholson,Oeste,P04420,Already,Eletrônicos,12,952.55,App,11430.6,9007.28
S004421,2023-02-01,f34d71a7,Nancy May,Sul,P04421,Same,Móveis,4,364.07,Site,1456.28,1077.83
S004422,2024-03-02,d3327c73,Sara Baker,Norte,P04422,Walk,Eletrônicos,11,228.44,Loja Física,2512.84,2047.93
S004423,2023-12-14,74a44eda,Nicole Reynolds,Leste,P04423,College,Móveis,18,919.8,Site,16556.4,13061.91
S004424,2023-10-17,21ec5490,Connie Dennis,Oeste,P04424,Class,Móveis,17,580.2,Site,9863.4,6905.36
S004425,2024-09-01,a2b3c497,John Poole,Sul,P04425,Science,Eletrônicos,15,854.42,Site,12816.3,7834.78
S004426,2023-11-20,b60790a6,David Barrett,Leste,P04426,Style,Alimentos,20,319.53,App,6390.6,3695.14
S004427,2023-12-15,518062ff,Patrick Newton,Oeste,P04427,Exist,Eletrônicos,13,932.52,Site,12122.76,10065.58
S004428,2024-10-25,ed202cee,Sydney Ward,Norte,P04428,Loss,Alimentos,14,132.52,Loja Física,1855.28,1124.34
S004429,2023-03-08,ccb6da38,Daniel Roy Jr.,Sul,P04429,Include,Móveis,6,543.01,Loja Física,3258.06,2178.69
S004430,2023-10-18,c7b1f4d5,Joan Pitts,Norte,P04430,Consumer,Esporte,16,578.31,App,9252.96,6756.91
S004431,2024-06-26,f3cb5d4e,Janet Hart,Leste,P04431,Artist,Móveis,14,366.11,Site,5125.54,4486.55
S004432,2024-07-15,c699af88,Maria Jackson,Sul,P04432,Back,Eletrônicos,17,94.33,App,1603.61,1302.66
S004433,2023-03-14,c8ce3225,Lisa Garcia,Norte,P04433,Think,Alimentos,13,193.71,Loja Física,2518.23,2231.08
S004434,2025-01-19,479d3bd8,Christopher Gomez,Sul,P04434,Still,Esporte,14,514.38,App,7201.32,6439.34
S004435,2024-12-27,4ecdcf5f,Ricky Chandler,Leste,P04435,Ask,Eletrônicos,9,979.57,Loja Física,8816.13,5624.34
S004436,2024-04-06,e1d3a46b,Jeffery Nguyen,Oeste,P04436,Lawyer,Eletrônicos,19,244.62,Loja Física,4647.78,2667.28
S004437,2024-07-11,63a0cf77,Angela Bowman,Oeste,P04437,Than,Vestuário,9,907.41,App,8166.69,5430.93
S004438,2023-11-22,443dc294,Kelly Jenkins,Oeste,P04438,Sit,Eletrônicos,10,533.71,App,5337.1,3205.29
S004439,2023-02-01,4bfcb753,Shirley Brown,Norte,P04439,Guess,Esporte,19,882.88,Loja Física,16774.72,10471.19
S004440,2024-06-21,2b0f01df,Stephanie Simpson,Sul,P04440,List,Vestuário,14,358.75,Site,5022.5,3190.12
S004441,2024-05-02,17b4323b,Vanessa Suarez,Oeste,P04441,Want,Alimentos,6,656.37,Site,3938.22,2580.94
S004442,2023-11-05,e89a817e,Judith Harrell,Leste,P04442,Professional,Vestuário,1,363.38,App,363.38,212.86
S004443,2024-02-07,3bb73dd0,Harry Brewer,Oeste,P04443,Popular,Alimentos,3,173.03,App,519.09,434.09
S004444,2024-10-05,44d37130,Shannon Bailey,Norte,P04444,Material,Alimentos,9,114.08,Site,1026.72,540.28
S004445,2024-07-30,bddd10e4,Joshua Walker,Sul,P04445,Cost,Móveis,13,463.23,Loja Física,6021.99,4601.37
S004446,2024-05-25,0e47a0d9,Angela Simmons,Sul,P04446,Audience,Eletrônicos,6,799.51,App,4797.06,2955.05
S004447,2024-06-04,41adc85e,Jesse Clark,Norte,P04447,Almost,Alimentos,16,460.5,Loja Física,7368.0,5610.83
S004448,2024-01-17,7eb9ba7f,Heather Johnson,Leste,P04448,So,Vestuário,19,291.01,Site,5529.19,3916.25
S004449,2023-06-11,d9c62309,Alexander Parrish,Oeste,P04449,Role,Esporte,14,342.0,App,4788.0,2601.05
S004450,2024-12-13,e502e0ce,Christine Peterson,Norte,P04450,Affect,Esporte,4,295.54,App,1182.16,818.89
S004451,2023-02-10,f1d91174,Lori Parker,Sul,P04451,Air,Eletrônicos,18,832.69,Loja Física,14988.42,9432.88
S004452,2024-03-14,e4547c05,Aaron Krueger,Norte,P04452,Phone,Esporte,9,867.88,Site,7810.92,5207.31
S004453,2024-03-27,b7b54022,Erin Torres,Oeste,P04453,Teach,Alimentos,17,758.59,Site,12896.03,11089.75
S004454,2024-10-24,2c8021cf,Stephanie Mcdonald,Oeste,P04454,Term,Eletrônicos,1,360.65,App,360.65,308.47
S004455,2024-11-03,e1a29ccd,Jeanne Morris,Oeste,P04455,Never,Alimentos,19,410.07,Loja Física,7791.33,6311.14
S004456,2024-08-19,3f55c90b,Sarah Williams,Norte,P04456,Despite,Alimentos,15,266.57,App,3998.55,2442.81
S004457,2024-02-03,0779c522,Brittany Turner,Sul,P04457,Wife,Eletrônicos,5,269.36,App,1346.8,1033.02
S004458,2024-10-01,020c3a80,Timothy Leach,Sul,P04458,More,Alimentos,4,321.44,Site,1285.76,1024.11
S004459,2024-01-08,cc8661a8,Pamela Wells,Leste,P04459,Prove,Eletrônicos,16,629.93,App,10078.88,6598.28
S004460,2024-08-29,0a6d4a33,Sara Campbell,Norte,P04460,Miss,Eletrônicos,13,107.14,Site,1392.82,799.02
S004461,2024-08-11,d462c6de,Latasha Baker,Norte,P04461,Follow,Móveis,16,446.36,Site,7141.76,6068.81
S004462,2023-03-31,e7971e83,Cheryl Parker,Leste,P04462,Senior,Móveis,10,552.35,App,5523.5,3196.22
S004463,2024-11-17,2fb6e39b,Tony Anderson,Norte,P04463,Back,Vestuário,9,608.66,App,5477.94,4218.09
S004464,2023-03-01,843d5a17,Toni Harris,Norte,P04464,Likely,Alimentos,13,987.03,Loja Física,12831.39,8460.01
S004465,2023-07-25,527f16c9,Dylan Tucker,Oeste,P04465,Crime,Vestuário,18,355.8,App,6404.4,3921.76
S004466,2024-10-17,e86c7024,Dylan Thompson,Norte,P04466,Argue,Eletrônicos,9,676.15,Site,6085.35,4164.37
S004467,2024-01-30,58221545,Lauren Green,Sul,P04467,Address,Vestuário,9,241.77,Loja Física,2175.93,1643.51
S004468,2023-08-23,47c96d29,Lee Fuentes,Leste,P04468,Girl,Móveis,4,776.57,App,3106.28,2726.73
S004469,2023-01-29,c91e7daa,Jennifer Gonzalez,Norte,P04469,Wrong,Esporte,10,486.7,Loja Física,4867.0,2560.78
S004470,2024-04-26,e6085849,Melissa Dougherty,Oeste,P04470,Pass,Alimentos,11,864.99,App,9514.89,6728.84
S004471,2024-11-14,605a76b2,Jose Cox,Norte,P04471,Class,Vestuário,3,962.66,App,2887.98,2302.49
S004472,2024-02-07,674ff156,Crystal Frank DDS,Sul,P04472,Each,Eletrônicos,17,280.86,Site,4774.62,3460.68
S004473,2024-09-03,c4067d61,David Atkinson,Norte,P04473,Hotel,Eletrônicos,3,217.1,Loja Física,651.3,512.38
S004474,2024-10-03,6f397e66,Christine Burke,Oeste,P04474,Worker,Alimentos,15,194.27,App,2914.05,1712.98
S004475,2025-01-15,f544c98f,Jeffrey Young,Leste,P04475,Impact,Eletrônicos,10,526.83,Site,5268.3,3211.17
S004476,2024-08-04,58b5a1bf,David Gross,Norte,P04476,Season,Móveis,16,824.24,Site,13187.84,11081.89
S004477,2024-07-20,eaff4ed5,Roger Glover,Leste,P04477,Prevent,Vestuário,11,706.53,Loja Física,7771.83,5955.95
S004478,2023-05-18,9b7aeb93,Nicole Yates,Oeste,P04478,Seven,Eletrônicos,11,612.6,App,6738.6,3915.94
S004479,2023-07-19,a5dc7ec9,Alicia Miller,Leste,P04479,Every,Móveis,17,493.74,Site,8393.58,7363.15
S004480,2024-01-02,3d59fdb0,Melissa Martinez,Oeste,P04480,Interview,Alimentos,10,129.81,Site,1298.1,739.54
S004481,2024-10-21,e778de2a,Glen White,Leste,P04481,Deep,Esporte,18,540.38,Loja Física,9726.84,6725.34
S004482,2023-11-30,f9c1f1a0,Cheryl Wilson,Norte,P04482,Seek,Eletrônicos,18,664.16,Loja Física,11954.88,9236.68
S004483,2023-03-14,198d369e,Michael Crawford,Leste,P04483,Indicate,Esporte,7,117.23,Site,820.61,714.68
S004484,2024-04-22,40afbde4,Charles Wright,Oeste,P04484,Scientist,Esporte,16,786.55,Site,12584.8,7693.49
S004485,2023-04-17,6a3477d7,Joshua Anderson,Oeste,P04485,Culture,Esporte,8,647.99,App,5183.92,4157.68
S004486,2023-11-14,1efc3d3f,Paula Martin,Oeste,P04486,Really,Esporte,19,585.25,Site,11119.75,9214.91
S004487,2023-10-15,6f393b6d,Nicole Walton,Leste,P04487,Develop,Esporte,3,733.42,App,2200.26,1137.04
S004488,2023-11-16,c953c917,Joshua Pena,Sul,P04488,Effect,Alimentos,18,296.93,Loja Física,5344.74,2822.05
S004489,2024-08-04,c5ba0324,Michael Conley,Leste,P04489,Let,Alimentos,12,774.57,Site,9294.84,5708.29
S004490,2023-10-26,9f9312b1,Douglas Cooper,Norte,P04490,Morning,Vestuário,15,630.78,Loja Física,9461.7,7546.57
S004491,2023-12-01,5563d87f,Victoria Crawford,Leste,P04491,Nor,Esporte,11,476.12,App,5237.32,3044.22
S004492,2024-03-16,4e726f87,Troy Anderson,Sul,P04492,Parent,Móveis,1,329.41,App,329.41,204.88
S004493,2024-10-16,9835aac7,Jeremiah Lee,Oeste,P04493,Money,Vestuário,6,695.29,Site,4171.74,2987.36
S004494,2023-03-09,bd71338f,Raven Harrison,Norte,P04494,Well,Eletrônicos,3,631.79,Loja Física,1895.37,1606.78
S004495,2023-03-07,543fe390,Meghan Gross,Sul,P04495,Mr,Móveis,19,167.52,Site,3182.88,2700.24
S004496,2023-02-24,ac11d482,Rachel Leach,Norte,P04496,Simply,Vestuário,2,748.76,App,1497.52,844.64
S004497,2023-07-11,680adf0d,Mrs. Sydney Cummings,Norte,P04497,Recently,Vestuário,10,431.02,App,4310.2,3170.57
S004498,2024-11-08,ff958d11,James Cook,Norte,P04498,Sign,Esporte,18,521.04,Site,9378.72,6927.71
S004499,2023-02-12,65ff8b09,Joshua Frazier,Norte,P04499,Drop,Esporte,4,241.06,Loja Física,964.24,574.23
S004500,2024-04-30,ae35f022,Casey Cox,Norte,P04500,Peace,Esporte,11,391.87,App,4310.57,3140.03
S004501,2024-03-11,d4997724,Brad Roman,Norte,P04501,Traditional,Móveis,13,945.66,Site,12293.58,9582.5
S004502,2024-05-29,2c688491,Kimberly Norris,Sul,P04502,Help,Esporte,18,231.67,Site,4170.06,2422.93
S004503,2023-03-17,18432d96,Kimberly Davis,Leste,P04503,Could,Alimentos,2,988.61,Site,1977.22,1138.4
S004504,2023-06-15,3c00b8f5,Thomas Tucker,Sul,P04504,Painting,Vestuário,20,807.59,App,16151.8,11432.37
S004505,2023-02-12,984eb9c7,Whitney Bradshaw,Sul,P04505,Wait,Esporte,8,204.1,Loja Física,1632.8,1459.27
S004506,2023-11-03,386818de,Teresa Porter,Leste,P04506,Travel,Esporte,14,801.03,Site,11214.42,8796.15
S004507,2023-07-25,11f4c37f,Laurie Reese,Leste,P04507,Around,Esporte,15,366.49,Site,5497.35,3058.05
S004508,2024-10-19,0548a42e,Holly Mendez,Sul,P04508,Physical,Alimentos,13,452.41,Site,5881.33,4656.97
S004509,2024-02-18,1d46a105,Mary Holmes,Sul,P04509,Hit,Alimentos,10,893.83,App,8938.3,7764.04
S004510,2024-12-10,ebeab51a,Chad Santiago,Leste,P04510,Later,Vestuário,1,588.96,Loja Física,588.96,379.57
S004511,2024-02-27,8e936a1e,Charles Fisher,Norte,P04511,Event,Móveis,8,737.62,Site,5900.96,3451.54
S004512,2024-02-02,86417956,Carly Munoz,Oeste,P04512,Quality,Alimentos,15,215.43,Loja Física,3231.45,2623.55
S004513,2023-11-27,479e0162,Amanda Horton,Norte,P04513,First,Vestuário,15,746.81,Site,11202.15,6347.75
S004514,2024-03-26,b2357b58,Brandon Brown,Norte,P04514,Trial,Esporte,14,638.7,Loja Física,8941.8,5769.81
S004515,2023-04-09,7163401a,Mary Lee,Oeste,P04515,Long,Eletrônicos,6,447.61,Loja Física,2685.66,1765.11
S004516,2024-01-26,fea91345,Jerry Novak,Sul,P04516,Wall,Eletrônicos,11,75.2,Site,827.2,595.55
S004517,2024-07-18,e86149fb,Keith Zamora,Leste,P04517,Argue,Eletrônicos,9,20.83,Loja Física,187.47,107.35
S004518,2023-08-23,93ff3c74,Juan Moore,Sul,P04518,New,Móveis,15,693.59,Site,10403.85,9259.27
S004519,2024-06-15,9be0a085,Brittney Rice,Oeste,P04519,Situation,Alimentos,11,753.62,Loja Física,8289.82,6602.15
S004520,2024-05-29,144d187c,Megan Williams,Leste,P04520,Situation,Alimentos,1,447.2,Site,447.2,289.18
S004521,2024-06-25,f1856230,Timothy Wilson,Leste,P04521,Painting,Móveis,20,373.7,App,7474.0,4072.13
S004522,2023-06-08,ad1545f6,Brandi Juarez,Leste,P04522,Start,Esporte,17,501.66,Site,8528.22,5359.74
S004523,2023-07-22,744a944e,Justin Moran,Oeste,P04523,Attorney,Eletrônicos,20,255.41,Site,5108.2,3113.44
S004524,2023-12-08,431c6a37,Matthew Wilson,Leste,P04524,Plant,Vestuário,9,356.15,Loja Física,3205.35,2842.57
S004525,2024-11-23,7021f2aa,Natasha Santos,Sul,P04525,Make,Vestuário,5,398.96,Site,1994.8,1157.59
S004526,2024-06-19,8981e5bd,Mark Stephens,Sul,P04526,Evening,Esporte,4,832.63,Loja Física,3330.52,2835.52
S004527,2023-05-16,90c86789,Julie Butler,Leste,P04527,Back,Alimentos,19,943.99,Loja Física,17935.81,13692.18
S004528,2024-11-25,9b82fd3f,Rachel Russell,Sul,P04528,Well,Vestuário,16,525.82,Site,8413.12,6042.8
S004529,2023-09-15,3f49ecd2,Michael Garcia,Sul,P04529,Teacher,Eletrônicos,1,281.97,App,281.97,201.44
S004530,2024-08-12,1f148f2f,Megan Smith,Oeste,P04530,Myself,Esporte,10,397.12,App,3971.2,1985.71
S004531,2024-08-22,040165b4,Jessica Mcbride,Sul,P04531,Natural,Alimentos,17,127.8,Site,2172.6,1098.47
S004532,2023-08-01,2c4dbad7,Jasmine Lambert,Leste,P04532,Top,Móveis,14,56.54,Site,791.56,528.38
S004533,2024-01-10,7b3fc6bb,Destiny Navarro,Norte,P04533,Friend,Alimentos,7,301.45,Loja Física,2110.15,1082.93
S004534,2023-07-14,ea6f7823,Antonio Brown,Leste,P04534,Suddenly,Móveis,10,21.29,App,212.9,161.19
S004535,2024-04-10,f3bfa2ba,Amanda Jones,Leste,P04535,Reduce,Vestuário,8,347.39,Site,2779.12,1519.36
S004536,2024-05-24,43fe4642,Ms. Emily Blanchard DDS,Leste,P04536,May,Móveis,12,776.75,App,9321.0,4734.24
S004537,2023-06-30,8bbfe3ad,Desiree Parker,Sul,P04537,Seat,Móveis,19,718.77,Loja Física,13656.63,8665.98
S004538,2024-03-18,3fa31bf2,William Williams,Oeste,P04538,Factor,Alimentos,18,24.31,Loja Física,437.58,327.47
S004539,2024-10-21,676c213f,Misty Mcdonald,Sul,P04539,Special,Eletrônicos,2,538.24,Site,1076.48,808.0
S004540,2023-08-18,b298e198,Sarah Hodge,Sul,P04540,Indicate,Móveis,7,254.79,App,1783.53,1490.3
S004541,2024-01-05,10d79c82,Dustin Weeks,Leste,P04541,Read,Esporte,20,751.91,App,15038.2,9224.11
S004542,2024-02-15,d20ef36d,Daniel Oliver,Leste,P04542,Than,Eletrônicos,16,706.5,App,11304.0,6994.39
S004543,2024-03-13,3dfb8b01,Michael Lane,Norte,P04543,Require,Esporte,10,652.01,App,6520.1,4189.91
S004544,2023-11-01,f3329fbb,Jesus Anderson,Norte,P04544,Role,Esporte,10,320.66,Site,3206.6,2789.33
S004545,2023-02-19,202d7e93,Jerry Proctor,Leste,P04545,Bring,Móveis,5,969.6,Site,4848.0,3058.4
S004546,2024-09-20,2fbcbc5e,Charles Lewis,Norte,P04546,Dream,Alimentos,8,653.57,Loja Física,5228.56,4106.94
S004547,2023-12-22,cf4a3272,Steven Hoffman,Oeste,P04547,Finish,Esporte,7,844.74,App,5913.18,3460.92
S004548,2024-07-26,3e68ac05,James Young,Sul,P04548,Government,Alimentos,14,562.34,Site,7872.76,5403.14
S004549,2024-03-24,bbfd376b,Thomas Novak,Oeste,P04549,House,Vestuário,8,661.19,Site,5289.52,3542.62
S004550,2024-07-03,35446023,Nicholas Koch,Oeste,P04550,Stage,Eletrônicos,10,852.31,App,8523.1,4914.01
S004551,2024-08-21,87fbda83,William Padilla,Leste,P04551,Wall,Alimentos,11,110.98,Site,1220.78,741.15
S004552,2024-05-02,f3de3a17,Charles Wolfe,Oeste,P04552,Down,Esporte,7,143.06,Site,1001.42,779.63
S004553,2024-07-22,d36c1d0f,Amanda Padilla,Sul,P04553,Wide,Esporte,1,622.41,Site,622.41,432.09
S004554,2023-02-25,b1a1f9f1,Katherine Martin,Oeste,P04554,Poor,Móveis,12,763.45,App,9161.4,7361.84
S004555,2023-09-06,bb7d8fb6,Gordon Hahn,Norte,P04555,Arm,Móveis,3,937.16,App,2811.48,2443.5
S004556,2023-03-13,d65ce244,Hunter Francis,Sul,P04556,Along,Móveis,1,676.17,App,676.17,607.88
S004557,2023-07-15,f05b7f4e,Justin Davis,Norte,P04557,Card,Vestuário,15,285.44,App,4281.6,2721.24
S004558,2023-05-23,2ad25b5c,Patrick Coleman,Norte,P04558,Significant,Esporte,5,960.76,App,4803.8,3121.39
S004559,2023-07-07,fe76c8f5,Mark Sanders,Norte,P04559,Condition,Alimentos,9,106.16,Loja Física,955.44,843.7
S004560,2024-09-16,f8633db6,Kimberly Nguyen,Leste,P04560,Series,Esporte,14,525.03,Site,7350.42,3996.06
S004561,2024-07-01,42cc15fe,Jason Cantrell,Leste,P04561,Poor,Eletrônicos,10,294.18,Loja Física,2941.8,2600.1
S004562,2024-06-27,a1bd1ecf,Michael Campbell,Leste,P04562,Green,Vestuário,5,854.47,Loja Física,4272.35,2911.93
S004563,2024-03-05,91aab426,Kelly Cross,Leste,P04563,Address,Alimentos,15,582.51,Loja Física,8737.65,6102.88
S004564,2024-09-18,adcd6691,Autumn Ochoa,Leste,P04564,Off,Esporte,7,188.15,Loja Física,1317.05,949.89
S004565,2023-10-10,19731fe2,Christopher Nixon,Sul,P04565,Pattern,Vestuário,7,181.68,Loja Física,1271.76,732.84
S004566,2023-03-26,ca496ad4,Danielle Cruz,Sul,P04566,Doctor,Eletrônicos,10,740.45,Site,7404.5,4483.53
S004567,2023-05-02,ee56dda8,Emily Bishop,Sul,P04567,Evening,Alimentos,5,316.63,App,1583.15,875.93
S004568,2024-04-29,14df8632,Cristian Ramsey,Norte,P04568,Forget,Esporte,9,690.7,Loja Física,6216.3,5057.83
S004569,2024-04-30,dcb245c4,Elizabeth Case,Norte,P04569,Up,Alimentos,8,311.25,Site,2490.0,2074.07
S004570,2024-01-06,d25124fe,Christina Sutton,Sul,P04570,Doctor,Esporte,20,183.96,App,3679.2,2984.44
S004571,2024-06-20,9e220d4a,Daniel Watson,Leste,P04571,Follow,Vestuário,8,525.95,Site,4207.6,2426.55
S004572,2023-12-03,6317b90a,Maria Higgins,Sul,P04572,Major,Móveis,7,49.45,App,346.15,218.54
S004573,2025-01-07,4fb704e9,Nicole Flores,Oeste,P04573,Guy,Eletrônicos,1,153.37,Loja Física,153.37,133.74
S004574,2025-01-03,e8c6d652,James Sloan,Oeste,P04574,Follow,Eletrônicos,16,414.21,App,6627.36,3372.59
S004575,2024-11-16,dd155e3c,Aaron Miller,Sul,P04575,Magazine,Vestuário,3,326.99,Site,980.97,567.51
S004576,2024-05-04,4601def1,Robert Gibson,Norte,P04576,Foreign,Esporte,9,361.92,Loja Física,3257.28,2045.25
S004577,2024-12-14,5c921852,Nicholas Kirk,Leste,P04577,Second,Alimentos,11,715.97,App,7875.67,4553.09
S004578,2023-06-29,44ab1334,Cynthia Jensen,Norte,P04578,They,Alimentos,16,122.86,Loja Física,1965.76,1295.37
S004579,2023-03-29,01972c79,Lucas Matthews,Oeste,P04579,Piece,Eletrônicos,8,617.3,Site,4938.4,4075.79
S004580,2024-01-31,9280ba6c,Cassandra Mckenzie,Leste,P04580,End,Vestuário,6,442.0,App,2652.0,1959.43
S004581,2024-05-30,fa9bfc7d,Donald Burke,Oeste,P04581,Rock,Alimentos,19,857.81,Loja Física,16298.39,9294.81
S004582,2024-09-06,1bac67c6,Franklin Caldwell,Norte,P04582,Political,Esporte,3,238.07,Loja Física,714.21,496.32
S004583,2024-02-01,17870be2,Melissa Thompson,Oeste,P04583,Society,Alimentos,17,842.61,App,14324.37,12100.52
S004584,2023-08-14,b5f567dc,Leah Lowe,Norte,P04584,Business,Eletrônicos,1,243.03,App,243.03,134.06
S004585,2023-01-22,e3992046,Matthew Watson,Norte,P04585,Family,Alimentos,14,634.88,Loja Física,8888.32,6267.35
S004586,2024-11-20,a539916e,Veronica Adams,Norte,P04586,Purpose,Vestuário,2,123.54,Site,247.08,189.57
S004587,2023-09-12,4d7f13a1,Dr. Tyler Rivera MD,Oeste,P04587,Sure,Móveis,15,805.2,Loja Física,12078.0,9959.09
S004588,2023-03-23,6305f4fe,Regina Stanton,Norte,P04588,Attention,Eletrônicos,1,995.93,Loja Física,995.93,704.34
S004589,2024-07-13,067c412c,Brian Brown,Norte,P04589,Enjoy,Vestuário,16,78.96,App,1263.36,727.23
S004590,2023-04-09,8cb162ee,Terrance Hawkins,Oeste,P04590,Month,Eletrônicos,17,868.82,App,14769.94,9598.44
S004591,2024-12-24,a907db48,Sabrina Lopez,Norte,P04591,Writer,Esporte,7,264.46,Loja Física,1851.22,1312.16
S004592,2023-09-30,4f447a23,Christine Jefferson,Leste,P04592,Talk,Esporte,20,12.02,Site,240.4,191.63
S004593,2023-12-10,9ddc5e85,Elizabeth Lee,Leste,P04593,Good,Esporte,16,76.74,Site,1227.84,794.0
S004594,2024-11-13,bc0d6789,Joshua Brown,Norte,P04594,Ability,Vestuário,15,844.98,Site,12674.7,9038.68
S004595,2024-11-01,ad4ebd2d,Stephanie Anderson,Norte,P04595,Similar,Alimentos,16,965.51,Loja Física,15448.16,12679.23
S004596,2023-08-24,eeb2344b,Jamie Brooks,Norte,P04596,Community,Eletrônicos,11,766.24,Site,8428.64,6023.17
S004597,2023-11-04,ad880016,Jodi Mcintosh,Oeste,P04597,Air,Vestuário,15,376.1,Site,5641.5,3162.95
S004598,2023-11-13,603ad785,Andrew Adams,Sul,P04598,Hundred,Eletrônicos,3,96.9,Loja Física,290.7,174.39
S004599,2023-11-16,8aa2fce3,Rhonda Decker,Sul,P04599,Resource,Vestuário,19,475.03,Loja Física,9025.57,6122.22
S004600,2024-04-30,0e6b3e65,Austin Johnson,Sul,P04600,Social,Esporte,17,935.14,Loja Física,15897.38,8220.29
S004601,2024-07-18,ee3dcabe,Amanda Moyer,Leste,P04601,Kid,Móveis,17,354.65,App,6029.05,3753.07
S004602,2024-09-02,344b3f45,Katelyn Keller,Norte,P04602,Employee,Eletrônicos,9,413.52,Loja Física,3721.68,2875.48
S004603,2023-05-19,72a15fbb,Jonathan Fernandez,Norte,P04603,Face,Eletrônicos,19,295.74,Site,5619.06,3696.93
S004604,2025-01-12,c0142c1f,Amber Williams,Leste,P04604,More,Esporte,19,730.06,App,13871.14,11934.78
S004605,2024-10-20,f9ef5988,Tammy Hall,Leste,P04605,Should,Móveis,19,310.21,Loja Física,5893.99,4025.31
S004606,2024-01-23,49035217,Todd Clarke,Leste,P04606,Young,Móveis,20,985.04,Loja Física,19700.8,14264.58
S004607,2023-03-21,2f6a8672,Richard Jones,Norte,P04607,Democratic,Móveis,5,482.58,Loja Física,2412.9,1258.92
S004608,2024-10-24,654e654c,Steven Davis,Oeste,P04608,Too,Alimentos,12,148.96,App,1787.52,1236.08
S004609,2023-06-13,406c747d,Joshua Green,Leste,P04609,She,Móveis,18,583.88,App,10509.84,9041.66
S004610,2024-10-03,0d321923,Selena Gomez,Oeste,P04610,Quality,Alimentos,2,99.0,Loja Física,198.0,124.93
S004611,2023-03-14,48869e24,Kathleen Martin,Sul,P04611,Beyond,Móveis,15,394.39,Loja Física,5915.85,4088.52
S004612,2024-09-13,580efc26,Samantha Gould,Oeste,P04612,Race,Vestuário,3,617.84,Site,1853.52,992.02
S004613,2024-11-16,7afddf7b,Mary Rivas,Norte,P04613,Sure,Vestuário,11,922.47,Loja Física,10147.17,8029.87
S004614,2023-10-04,a2781ae2,Melissa Stewart,Oeste,P04614,Between,Alimentos,2,243.24,Loja Física,486.48,282.67
S004615,2024-06-03,1bcb870d,Tiffany Brown,Leste,P04615,Benefit,Alimentos,5,446.24,App,2231.2,1863.41
S004616,2023-07-07,31a1abc1,Sandra Rodriguez,Leste,P04616,Which,Alimentos,7,553.65,Site,3875.55,2556.12
S004617,2023-06-22,ccbda3cf,Mrs. Sarah Quinn,Sul,P04617,Require,Alimentos,7,13.39,App,93.73,79.12
S004618,2023-05-26,7e544970,Marcus Nguyen,Norte,P04618,Whole,Eletrônicos,17,519.38,Site,8829.46,7051.37
S004619,2024-10-30,8ccd4344,Jennifer Nichols,Oeste,P04619,Word,Alimentos,16,501.23,Loja Física,8019.68,6102.56
S004620,2024-12-16,559d89da,Daniel Hodges,Sul,P04620,Real,Esporte,12,108.8,App,1305.6,1053.67
S004621,2024-12-02,c4b25ca4,Denise Ward,Norte,P04621,Beat,Eletrônicos,9,511.33,Loja Física,4601.97,3417.19
S004622,2023-07-30,a139ccf7,Corey Copeland,Oeste,P04622,Remember,Alimentos,13,528.44,Site,6869.72,5755.62
